Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
55 Cnc e,0.343,0.124,0.314,0.19,0.026367,2326,1956,3.235,0.7365,1.6416,4,12.34,5196,4.45,TRUE,exoplanets.org
CoRoT-11 b,0.159,0.094,0.027,1.43,2.34813,2057,1730,3.458,2.9943,2.5008,11.2,558.97,6440,4.22,TRUE,exoplanets.org
CoRoT-12 b,0.043,0.041,0.031,1.44,0.91918,1714,1441,3.046,2.828,2.5742,13.6,1150,5675,4.375,TRUE,exoplanets.org
CoRoT-13 b,0.01,0.016,0.007,0.89,1.31099,1514,1273,3.612,4.0352,3.14,13.4,1310.62,5945,4.3,TRUE,exoplanets.org
CoRoT-14 b,0.057,0.024,0.001,1.09,7.69464,2318,1949,4.208,1.5121,1.662,13.8,1340,6035,4.35,TRUE,exoplanets.org
CoRoT-16 b,0.011,0.021,0.027,1.17,0.537982,1420,1194,2.991,5.3523,2.39,12.8,840,5650,4.36,TRUE,exoplanets.org
CoRoT-17 b,0.038,0.029,0.005,1.02,2.46001,1844,1551,3.813,3.7681,4.72,12.5,920,5740,4.4,TRUE,exoplanets.org
CoRoT-18 b,0.081,0.062,0.01,1.31,3.48652,1813,1524,3.707,1.9001,2.387,13,870,5440,4.4,TRUE,exoplanets.org
CoRoT-19 b,0.085,0.054,0.028,1.29,1.10792,1971,1658,3.239,3.8971,4.7,11.8,770,6090,4.07,TRUE,exoplanets.org
CoRoT-20 b,0.001,0.009,0.002,0.84,4.24,1133,953,4.18,9.2429,2.2248,12.5,1230,5880,4.2,TRUE,exoplanets.org
CoRoT-22 b,0.001,0.004,0.035,0.45,0.0383,1194,1004,2.738,9.756,4.488,12,592,5939,4.361,TRUE,exoplanets.org
CoRoT-23 b,0.043,0.028,0.004,1.05,3.0853,1950,1640,3.841,3.6313,3.888,12.4,599.99,5900,4.3,TRUE,exoplanets.org
CoRoT-25 b,0.011,0.016,0.036,1.08,0.27,1570,1320,2.835,4.8607,1.92,12.8,1000,6040,4.28,TRUE,exoplanets.org
CoRoT-26 b,0.035,0.025,0.028,1.26,0.479479,1870,1573,2.883,4.2047,5.47,13.3,1670,5590,4.1,TRUE,exoplanets.org
CoRoT-28 b,0.031,0.034,0.03,0.95,0.484,1620,1362,3.121,5.2085,5.7,11,560,5150,3.94,TRUE,exoplanets.org
CoRoT-29 b,0.012,0.022,0.012,0.9,0.85,1448,1218,3.417,2.8506,2.088,13,765,5260,4.3,TRUE,exoplanets.org
CoRoT-3 b,0.052,0.034,0.001,1.01,21.8549,2013,1693,4.73,4.2568,3.765,11.6,833.33,6740,4.23,TRUE,exoplanets.org
CoRoT-7 b,0.01,0.004,0.019,0.14,0.014,2150,1808,3.143,0.8536,1.125,9.8,149.93,5275,4.5,TRUE,exoplanets.org
CoRoT-8 b,0.001,0.011,0.027,0.57,0.216078,1014,853,3.231,6.2123,2.74,11.5,380.23,5080,4.58,TRUE,exoplanets.org
GJ 436 b,0.001,0.061,0.31,0.38,0.072698,771,649,3.106,2.6439,0.7608,6.1,10.14,3350,4.843,TRUE,exoplanets.org
HAT-P-11 b,0.006,0.054,0.221,0.42,0.082535,1034,870,3.065,4.8878,2.2968,7,37.47,4780,4.59,TRUE,exoplanets.org
HAT-P-12 b,0.021,0.106,0.312,0.96,0.210804,1138,957,2.756,3.2131,2.3376,10.1,142.5,4650,4.61,TRUE,exoplanets.org
HAT-P-13 b,0.325,0.202,0.126,1.28,0.85708,1957,1646,3.114,2.9162,3.228,9,202.02,5653,4.13,TRUE,exoplanets.org
HAT-P-14 b,0.147,0.119,0.033,1.15,2.23603,1860,1564,3.624,4.6277,2.1888,8.9,204.92,6600,4.25,TRUE,exoplanets.org
HAT-P-15 b,0.008,0.068,0.035,1.07,1.95154,1067,897,3.627,10.8635,5.484,9.7,190.11,5568,4.38,TRUE,exoplanets.org
HAT-P-16 b,0.3,0.208,0.03,1.29,4.2025,1930,1623,3.799,2.776,3.0624,9.6,235,6158,4.34,TRUE,exoplanets.org
HAT-P-17 b,0.005,0.103,0.222,1.01,0.530158,925,778,3.115,10.3385,4.0584,8.5,90,5246,4.53,TRUE,exoplanets.org
HAT-P-18 b,0.006,0.068,0.293,0.99,0.197205,1007,846,2.696,5.508,2.7144,10.2,166,4803,4.57,TRUE,exoplanets.org
HAT-P-19 b,0.024,0.102,0.256,1.13,0.292273,1198,1008,2.755,4.0088,2.8368,10.5,215,4990,4.54,TRUE,exoplanets.org
HAT-P-1 b,0.139,0.203,0.27,1.24,0.532369,1550,1303,2.935,4.4653,2.7844,8.9,155.28,5975,4.382,TRUE,exoplanets.org
HAT-P-20 b,0.035,0.166,0.012,0.87,7.28953,1153,970,4.383,2.8753,1.848,8.6,70,4595,4.63,TRUE,exoplanets.org
HAT-P-21 b,0.063,0.097,0.013,1.02,4.07833,1512,1272,3.988,4.1245,3.672,10.1,254,5588,4.33,TRUE,exoplanets.org
HAT-P-22 b,0.232,0.332,0.083,1.08,2.15137,1522,1280,3.664,3.2122,2.8704,7.8,82,5302,4.36,TRUE,exoplanets.org
HAT-P-23 b,0.538,0.193,0.047,1.37,2.09606,2436,2048,3.445,1.2129,2.1792,10.8,393,5905,4.33,TRUE,exoplanets.org
HAT-P-24 b,0.169,0.117,0.104,1.24,0.685857,1943,1634,3.043,3.3552,3.6936,10.5,396,6373,4.27,TRUE,exoplanets.org
HAT-P-25 b,0.051,0.099,0.118,1.19,0.567181,1429,1202,2.999,3.6528,2.8176,10.8,297,5500,4.48,TRUE,exoplanets.org
HAT-P-26 b,0.008,0.037,0.246,0.56,0.058649,1180,993,2.66,4.2345,2.4552,9.6,134,5079,4.56,TRUE,exoplanets.org
HAT-P-27 b,0.045,0.094,0.085,1.02,0.617485,1387,1167,3.176,3.0396,1.68,10.1,204,5190,4.5,TRUE,exoplanets.org
HAT-P-28 b,0.083,0.094,0.091,1.21,0.627833,1641,1380,3.026,3.2572,3.2184,11.1,395,5680,4.36,TRUE,exoplanets.org
HAT-P-29 b,0.041,0.071,0.061,1.11,0.779004,1494,1256,3.202,5.7232,3.3768,10.3,322,6087,4.34,TRUE,exoplanets.org
HAT-P-2 b,0.233,0.252,0.015,1.16,8.87066,1697,1427,4.294,5.6335,4.2888,7.6,114.42,6290,4.16,TRUE,exoplanets.org
HAT-P-30 b,0.341,0.234,0.213,1.34,0.711088,1944,1635,2.993,2.8106,2.1288,9.2,193,6304,4.36,TRUE,exoplanets.org
HAT-P-31 b,0.075,0.09,0.024,1.07,2.16904,1638,1377,3.676,5.0054,5.1389,10.1,354,6065,4.26,TRUE,exoplanets.org
HAT-P-32 b,0.773,0.409,0.371,1.79,0.861516,2121,1783,2.826,2.15,3.108,10,283,6207,4.33,TRUE,exoplanets.org
HAT-P-33 b,0.413,0.226,0.23,1.69,0.763256,2114,1778,2.825,3.4745,4.4136,10,387,6446,4.15,TRUE,exoplanets.org
HAT-P-34 b,0.094,0.145,0.02,1.2,3.334,1551,1304,3.979,5.4527,3.492,9.2,257,6442,4.21,TRUE,exoplanets.org
HAT-P-35 b,0.123,0.092,0.056,1.33,1.05422,1875,1577,3.17,3.6467,3.936,11,535.04,6096,4.21,TRUE,exoplanets.org
HAT-P-36 b,0.413,0.191,0.049,1.26,1.83923,2160,1816,3.457,1.3273,2.2152,10.6,317,5560,4.37,TRUE,exoplanets.org
HAT-P-37 b,0.054,0.081,0.043,1.18,1.17362,1515,1274,3.325,2.7974,2.3304,11.7,411,5500,4.52,TRUE,exoplanets.org
HAT-P-38 b,0.016,0.049,0.097,0.82,0.267569,1283,1079,2.991,4.6404,3.0408,10.5,249.34,5330,4.45,TRUE,exoplanets.org
HAT-P-39 b,0.194,0.111,0.135,1.57,0.599196,2080,1749,2.782,3.5439,4.188,11.2,642,6430,4.16,TRUE,exoplanets.org
HAT-P-3 b,0.054,0.118,0.099,0.9,0.595712,1376,1157,3.264,2.8997,2.0592,9.4,138.7,5185,4.564,TRUE,exoplanets.org
HAT-P-40 b,0.304,0.163,0.197,1.73,0.6202,2097,1763,2.711,4.4572,6.1368,10,501,6080,3.93,TRUE,exoplanets.org
HAT-P-41 b,0.63,0.275,0.246,1.69,0.800254,2301,1935,2.847,2.694,4.0896,9.7,344,6390,4.14,TRUE,exoplanets.org
HAT-P-44 b,0.029,0.08,0.178,1.24,0.352,1312,1103,2.74,4.3012,3.1248,11.3,363,5295,4.46,TRUE,exoplanets.org
HAT-P-45 b,0.264,0.178,0.136,1.43,0.892,1958,1647,3.04,3.129,3.4464,10.2,305,6330,4.3,TRUE,exoplanets.org
HAT-P-46 b,0.112,0.112,0.151,1.28,0.493,1725,1450,2.877,4.4631,3.0984,9.9,296,6120,4.25,TRUE,exoplanets.org
HAT-P-4 b,0.248,0.146,,1.27,0.671507,2013,1693,3.013,3.0565,4.26,,313.48,5860,4.36,TRUE,exoplanets.org
HAT-P-5 b,0.167,0.135,0.076,1.25,1.05561,1826,1536,3.223,2.7885,2.9208,10.5,341.3,5960,4.368,TRUE,exoplanets.org
HAT-P-6 b,0.285,0.189,0.117,1.33,1.05957,1987,1671,3.176,3.853,3.5064,9.3,261.1,6570,4.218,TRUE,exoplanets.org
HAT-P-7 b,0.738,0.235,0.069,1.36,1.7916,2644,2223,3.3,2.2047,4.0056,9.3,320,6389,4.07,TRUE,exoplanets.org
HAT-P-8 b,0.56,0.302,0.135,1.5,1.29336,2105,1770,3.213,3.0763,3.8088,9,230,6200,4.15,TRUE,exoplanets.org
HAT-P-9 b,0.118,0.101,0.093,1.4,0.776601,1818,1528,3,3.9229,3.432,11,480.77,6350,4.29,TRUE,exoplanets.org
HATS-10 b,0.044,0.048,0.046,0.97,0.526,1671,1405,3.139,3.3128,3.0072,11.5,496,5880,4.392,TRUE,exoplanets.org
HATS-13 b,0.043,0.073,0.089,1.21,0.542398,1479,1244,2.962,3.044,2.6347,12,476,5523,4.524,TRUE,exoplanets.org
HATS-14 b,0.035,0.052,0.026,1.04,1.0682,1514,1273,3.39,2.7667,2.6422,12,513,5346,4.484,TRUE,exoplanets.org
HATS-1 b,0.106,0.127,0.047,1.3,1.86507,1624,1366,3.438,3.4465,2.4168,10.6,303,5870,4.4,TRUE,exoplanets.org
HATS-2 b,0.202,0.135,0.046,1.17,1.34915,1871,1574,3.392,1.3541,2.0688,11.4,360,5227,4.48,TRUE,exoplanets.org
HATS-3 b,0.176,0.119,0.074,1.38,1.0735,1957,1646,3.146,3.5479,3.5856,10.7,453,6351,4.22,TRUE,exoplanets.org
HATS-4 b,0.067,0.071,0.027,1.02,1.323,1646,1384,3.48,2.1567,2.5272,11.6,420,5403,4.51,TRUE,exoplanets.org
HATS-5 b,0.013,0.054,0.142,0.91,0.237663,1218,1024,2.852,4.7634,2.9856,10.7,257,5304,4.53,TRUE,exoplanets.org
HATS-6 b,0.002,0.053,0.146,1,0.319,846,711,2.904,3.3253,2.041,11.2,148.4,3724,4.683,TRUE,exoplanets.org
HATS-9 b,0.139,0.063,0.029,1.06,0.837,2158,1815,3.263,1.9153,3.4968,11.5,622,5366,4.095,TRUE,exoplanets.org
HD 149026 b,0.269,0.171,0.172,0.65,0.361471,1987,1671,3.238,2.8759,3.24,6.8,79.43,6160,4.278,TRUE,exoplanets.org
HD 17156 b,0.008,0.082,0.029,1.02,3.30275,1058,890,3.859,21.2166,3.21,6.8,75.02,6079,4.191,TRUE,exoplanets.org
HD 189733 b,0.817,1.475,0.754,1.14,1.1436,1426,1199,3.339,2.2186,1.8233,5.5,19.45,5040,4.587,TRUE,exoplanets.org
HD 209458 b,0.968,0.974,0.993,1.36,0.689646,1718,1445,2.969,3.5247,3.0657,6.3,49.63,6065,4.361,TRUE,exoplanets.org
KELT-2 A b,0.645,0.383,0.145,1.29,1.52064,2032,1708,3.361,4.1138,5.172,7.3,128.5,6151,4.03,TRUE,exoplanets.org
KELT-3 b,0.596,0.302,0.123,1.36,1.46164,2164,1820,3.295,2.7034,3.1584,8.7,178,6304,4.204,TRUE,exoplanets.org
KELT-6 b,0.083,0.121,0.195,1.19,0.43122,1559,1311,2.878,7.8457,5.52,9.1,222,6102,4.074,TRUE,exoplanets.org
KELT-7 b,1.406,0.557,0.296,1.53,1.28,2435,2048,3.129,2.7348,3.5112,7.5,129,6789,4.149,TRUE,exoplanets.org
Kepler-1002 b,0.002,0.001,0.008,0.15,0.012674,1870,1572,3.128,4.3364,4.1031,10.4,425,6144,4.13,TRUE,exoplanets.org
Kepler-1003 b,0.001,0.001,0.004,0.16,0.013136,1742,1465,3.11,3.5549,2.1026,12.6,873,6109,4.35,TRUE,exoplanets.org
Kepler-1004 b,0.016,0.007,0.009,0.56,0.145803,2114,1778,3.062,5.2879,8.5279,11.1,1080,4972,3.43,TRUE,exoplanets.org
Kepler-1015 b,0.001,0.001,0.009,0.32,0.038588,1384,1164,2.979,16.0049,6.4648,11.7,932,6769,4.09,TRUE,exoplanets.org
Kepler-1016 b,0.001,0.001,0.005,0.19,0.016274,1909,1606,3.03,1.9545,2.0959,13.7,1239,5821,4.44,TRUE,exoplanets.org
Kepler-1019 b,0.001,0.002,0.011,0.13,0.010712,1406,1182,3.196,1.4112,1.3912,11,198,4433,4.64,TRUE,exoplanets.org
Kepler-1027 b,0.001,0.001,0.012,0.08,0.001891,1651,1388,2.876,1.9078,1.8531,11.1,291,5436,4.57,TRUE,exoplanets.org
Kepler-1031 b,0.001,0,0.006,0.08,0.001807,2399,2017,2.867,1.2262,2.1486,12.4,741,6011,4.38,TRUE,exoplanets.org
Kepler-1037 b,0.001,0.001,0.005,0.11,0.006887,1869,1572,3.118,1.0638,1.0764,12.2,451,5105,4.57,TRUE,exoplanets.org
Kepler-1039 b,0.003,0.002,0.008,0.13,0.010712,1825,1534,3.196,0.9349,1.4174,11.8,324,4870,4.6,TRUE,exoplanets.org
Kepler-1054 b,0.001,0.001,0.008,0.23,0.021332,1750,1471,2.981,4.3066,4.0697,12.7,1050,6209,4.26,TRUE,exoplanets.org
Kepler-1055 b,0.001,0.001,0.006,0.11,0.006093,1728,1453,3.096,2.295,1.6459,11.6,422,5723,4.49,TRUE,exoplanets.org
Kepler-1061 b,0.002,0.001,0.008,0.18,0.014644,1806,1519,3.064,2.758,2.2906,11.9,585,6067,4.42,TRUE,exoplanets.org
Kepler-1065 b,0.001,0.002,0.008,0.33,0.043431,1466,1232,2.987,3.6093,1.7448,13.7,1078,5635,4.49,TRUE,exoplanets.org
Kepler-1066 b,0.004,0.003,0.015,0.21,0.018155,1882,1582,3.005,1.9316,1.6283,11.4,399,5762,4.45,TRUE,exoplanets.org
Kepler-1067 b,0.001,0,0.005,0.07,0.001297,2438,2050,2.804,0.7621,1.0759,12.7,689,5592,4.49,TRUE,exoplanets.org
Kepler-1072 b,0.002,0.001,0.004,0.14,0.011796,2434,2047,3.167,1.5691,2.7835,12.6,976,6199,4.27,TRUE,exoplanets.org
Kepler-1078 b,0.001,0.001,0.005,0.17,0.014034,1543,1297,3.08,3.0073,4.3361,13.9,1215,5612,4.49,TRUE,exoplanets.org
Kepler-1082 b,0.001,0.001,0.006,0.1,0.004374,2230,1875,3.035,1.5432,2.6094,12,628,5923,4.33,TRUE,exoplanets.org
Kepler-1084 b,0.001,0.001,0.007,0.1,0.004222,2186,1838,3.028,2.0533,2.3751,10.8,427,6113,4.27,TRUE,exoplanets.org
Kepler-1087 b,0.001,0,0.014,0.05,0.000499,2523,2122,2.628,0.6938,1.5236,11.2,354,5589,4.48,TRUE,exoplanets.org
Kepler-1091 b,0.001,0.001,0.003,0.13,0.010712,2152,1810,3.196,1.4347,1.8811,13.1,915,5851,4.42,TRUE,exoplanets.org
Kepler-1099 b,0.002,0.001,0.006,0.25,0.02402,1843,1550,2.972,2.1685,1.6611,13.7,1209,5837,4.45,TRUE,exoplanets.org
Kepler-10 b,0.013,0.004,0.012,0.13,0.014282,2559,2152,3.346,0.8375,1.8177,9.5,173,5627,4.341,TRUE,exoplanets.org
Kepler-1106 b,0.002,0.001,0.003,0.15,0.012228,2465,2072,3.147,1.2528,2.0755,13.2,1168,6104,4.35,TRUE,exoplanets.org
Kepler-1107 b,0.004,0.001,0.006,0.12,0.008197,2414,2030,3.149,0.571,1.0421,12.2,457,5268,4.55,TRUE,exoplanets.org
Kepler-1139 b,0.002,0.001,0.006,0.11,0.005361,2347,1973,3.073,0.8132,1.4276,12.3,555,5550,4.5,TRUE,exoplanets.org
Kepler-1148 b,0.001,0.001,0.004,0.15,0.012523,1819,1530,3.134,1.1045,1.0547,13.2,682,5054,4.58,TRUE,exoplanets.org
Kepler-1153 b,0.001,0.001,0.003,0.15,0.01275,1769,1488,3.125,1.7558,1.8136,14,1185,5470,4.52,TRUE,exoplanets.org
Kepler-1154 b,0.001,0.001,0.004,0.21,0.017919,1722,1448,3.007,5.1856,4.0759,13.3,1531,6327,4.23,TRUE,exoplanets.org
Kepler-1167 b,0.001,0.001,0.005,0.15,0.012674,1831,1540,3.128,1.0039,1.4562,13.7,811,4971,4.6,TRUE,exoplanets.org
Kepler-1171 b,0.016,0.004,0.015,0.23,0.020335,3303,2777,2.987,1.4426,3.0151,10.5,615,7044,4.05,TRUE,exoplanets.org
Kepler-1173 b,0.001,0.001,0.008,0.08,0.001891,2179,1832,2.876,0.7699,1.0276,11.9,402,5252,4.55,TRUE,exoplanets.org
Kepler-1189 b,0.001,0.001,0.005,0.16,0.013058,1671,1405,3.113,3.7886,3.492,12.7,883,6012,4.36,TRUE,exoplanets.org
Kepler-1193 b,0.001,0,0.004,0.12,0.007744,1857,1561,3.139,2.8327,2.3844,12.1,695,5908,4.31,TRUE,exoplanets.org
Kepler-1203 b,0.002,0.001,0.01,0.1,0.003649,1688,1419,3.001,0.588,1.1627,12.1,269,4105,4.67,TRUE,exoplanets.org
Kepler-1205 b,0.001,0.001,0.003,0.13,0.009655,1933,1626,3.178,1.0784,1.2297,13.3,766,5226,4.56,TRUE,exoplanets.org
Kepler-1206 b,0.001,0.001,0.003,0.15,0.012155,1681,1414,3.15,1.217,1.3101,13.7,807,4877,4.6,TRUE,exoplanets.org
Kepler-1217 b,0.001,0.001,0.003,0.18,0.014734,1964,1652,3.062,2.0323,1.7179,13.8,1363,5905,4.4,TRUE,exoplanets.org
Kepler-1228 b,0.004,0.001,0.006,0.14,0.011515,2232,1877,3.182,0.5774,1.0963,12.8,547,5063,4.59,TRUE,exoplanets.org
Kepler-1238 b,0.001,0,0.003,0.17,0.014205,1895,1594,3.076,4.1479,3.6739,13.3,1533,6386,4.21,TRUE,exoplanets.org
Kepler-1239 b,0.001,0.001,0.003,0.26,0.025245,1839,1546,2.97,5.191,4.2679,14.4,2511,6564,4.2,TRUE,exoplanets.org
Kepler-1244 b,0.001,0.001,0.003,0.12,0.008197,2208,1857,3.149,3.7043,3.281,11.3,764,6680,4.1,TRUE,exoplanets.org
Kepler-1258 b,0.001,0,0.007,0.08,0.001727,2395,2014,2.858,0.9849,1.9543,12.4,651,5839,4.45,TRUE,exoplanets.org
Kepler-1259 b,0.002,0.001,0.004,0.13,0.010175,2161,1817,3.187,0.6631,1.0691,13.3,704,5053,4.58,TRUE,exoplanets.org
Kepler-1264 b,0.001,0,0.004,0.1,0.005187,2376,1998,3.067,0.9685,1.2904,12.9,814,5791,4.45,TRUE,exoplanets.org
Kepler-1270 b,0.004,0.002,0.006,0.3,0.033042,2003,1684,2.971,6.0336,10.2641,11.2,1204,5047,3.49,TRUE,exoplanets.org
Kepler-1271 b,0.001,0.001,0.003,0.13,0.011266,1890,1589,3.205,3.0256,2.9592,12.5,885,6143,4.31,TRUE,exoplanets.org
Kepler-1274 b,0.001,0,0.004,0.13,0.009913,1833,1541,3.183,6.9815,5.8961,10.5,609,6179,3.93,TRUE,exoplanets.org
Kepler-1284 b,0.001,0.001,0.003,0.11,0.005719,2200,1850,3.085,0.6641,1.1019,13.6,852,5123,4.57,TRUE,exoplanets.org
Kepler-1288 b,0.001,0,0.005,0.1,0.004374,1972,1658,3.035,2.7612,3.6619,12,715,6132,4.29,TRUE,exoplanets.org
Kepler-1298 b,0.001,0.001,0.005,0.12,0.007523,1793,1508,3.134,7.1281,5.6141,10.1,498,6339,4,TRUE,exoplanets.org
Kepler-12 b,0.094,0.086,0.166,1.7,0.431956,1759,1479,2.574,4.438,4.6975,12.1,600,5947,4.175,TRUE,exoplanets.org
Kepler-1310 b,0.003,0.001,0.005,0.13,0.010175,2463,2071,3.187,0.6793,1.1783,12.4,583,5549,4.51,TRUE,exoplanets.org
Kepler-1311 c,0.001,0.001,0.004,0.11,0.005904,2026,1703,3.091,2.5357,3.941,11.8,705,5748,4.16,TRUE,exoplanets.org
Kepler-1313 b,0.001,0.002,0.014,0.16,0.01298,1334,1122,3.116,3.8331,1.3721,10.1,187,5453,4.54,TRUE,exoplanets.org
Kepler-1315 b,0.002,0.001,0.005,0.12,0.008907,1894,1592,3.164,0.8434,1.4362,12.7,505,4861,4.6,TRUE,exoplanets.org
Kepler-1317 b,0.003,0.001,0.005,0.14,0.011654,2331,1960,3.175,0.5689,1.2152,13.3,734,5144,4.57,TRUE,exoplanets.org
Kepler-1320 b,0.001,0.001,0.004,0.15,0.012598,1846,1552,3.131,0.8684,1.0575,13.7,771,4817,4.6,TRUE,exoplanets.org
Kepler-1322 b,0.001,0.001,0.003,0.14,0.01201,2160,1816,3.157,0.9629,1.6247,14.1,1217,5488,4.52,TRUE,exoplanets.org
Kepler-1323 b,0.006,0.001,0.005,0.14,0.012426,2979,2505,3.221,0.9299,1.7428,11.1,530,6169,4.21,TRUE,exoplanets.org
Kepler-1331 b,0.001,0.001,0.006,0.09,0.003515,1753,1474,2.994,0.7892,0.9052,12.3,365,4508,4.63,TRUE,exoplanets.org
Kepler-1338 b,0.001,0,0.006,0.08,0.002158,2519,2118,2.901,0.9351,1.542,12.1,619,5909,4.41,TRUE,exoplanets.org
Kepler-1339 b,0.001,0.001,0.015,0.06,0.000853,2021,1699,2.726,1.3416,1.7009,10.6,267,5586,4.47,TRUE,exoplanets.org
Kepler-1340 b,0.003,0.001,0.003,0.14,0.011584,3401,2860,3.178,0.665,1.7384,13.2,1421,6331,4.24,TRUE,exoplanets.org
Kepler-1342 b,0.001,0.001,0.003,0.15,0.012301,1667,1402,3.144,2.2157,1.8915,13.5,941,5527,4.51,TRUE,exoplanets.org
Kepler-1349 b,0.001,0,0.017,0.06,0.000806,2138,1798,2.716,2.1282,3.305,9.8,260,6086,4.29,TRUE,exoplanets.org
Kepler-1352 b,0.001,0,0.006,0.08,0.001891,2149,1807,2.876,1.8779,2.327,11.9,637,6118,4.35,TRUE,exoplanets.org
Kepler-40 b,0.02,0.015,0.004,1.17,2.17684,1916,1611,3.597,6.8735,6.86,13.3,2700,6510,3.94,TRUE,exoplanets.org
Kepler-1355 b,0.001,0.001,0.003,0.13,0.010712,1874,1576,3.196,1.2896,1.4219,13.7,963,5352,4.55,TRUE,exoplanets.org
Kepler-1356 b,0.002,0.001,0.003,0.14,0.012426,2222,1868,3.221,0.634,0.9237,13.7,881,5106,4.58,TRUE,exoplanets.org
Kepler-1368 b,0.002,0.001,0.003,0.15,0.012228,2832,2381,3.147,0.6756,1.9035,14.4,1750,5906,4.4,TRUE,exoplanets.org
Kepler-1372 b,0.001,0,0.003,0.11,0.006682,2098,1765,3.113,1.3116,2.0249,13.7,1161,5677,4.46,TRUE,exoplanets.org
Kepler-1373 b,0.001,0,0.003,0.1,0.004851,2642,2222,3.054,1.2912,1.8761,12.8,1112,6299,4.27,TRUE,exoplanets.org
Kepler-1375 b,0.001,0.001,0.003,0.15,0.012826,2307,1940,3.122,3.3004,4.4981,12.4,1238,6704,4.11,TRUE,exoplanets.org
Kepler-1377 b,0.001,0,0.003,0.11,0.006482,2192,1844,3.107,0.7409,1.1202,14,1019,5218,4.55,TRUE,exoplanets.org
Kepler-1379 b,0.001,0.001,0.003,0.12,0.007307,2031,1708,3.129,0.8818,1.3051,13.8,951,5188,4.57,TRUE,exoplanets.org
Kepler-1394 b,0.001,0,0.003,0.12,0.009152,2471,2078,3.169,3.9377,4.9159,10.7,820,6481,3.84,TRUE,exoplanets.org
Kepler-1399 b,0.001,0,0.002,0.11,0.006482,1961,1649,3.107,1.6387,1.9481,13.9,1256,5735,4.47,TRUE,exoplanets.org
Kepler-1408 b,0.001,0.001,0.01,0.08,0.001891,1972,1658,2.876,2.9979,4.392,10.7,426,6170,4.25,TRUE,exoplanets.org
Kepler-1409 b,0.001,0,0.004,0.09,0.003383,2118,1781,2.987,0.7649,1.1779,13.2,722,5160,4.57,TRUE,exoplanets.org
Kepler-1415 b,0.001,0,0.003,0.12,0.007095,2343,1970,3.124,0.6364,1.0604,14,1066,5267,4.54,TRUE,exoplanets.org
Kepler-1416 b,0.001,0,0.005,0.08,0.001891,2278,1916,2.876,1.4951,3.1104,12.5,807,6019,4.35,TRUE,exoplanets.org
Kepler-1427 b,0.001,0,0.003,0.1,0.004074,2405,2022,3.022,0.969,1.6219,13.7,1220,5793,4.44,TRUE,exoplanets.org
Kepler-1443 b,0.001,0,0.007,0.09,0.002665,2100,1766,2.941,2.4181,2.1941,11,475,6289,4.3,TRUE,exoplanets.org
Kepler-1446 b,0.002,0.001,0.022,0.07,0.00143,2022,1700,2.823,0.69,1.2135,10.2,162,4865,4.6,TRUE,exoplanets.org
Kepler-412 b,0.069,0.032,0.018,1.32,0.940391,2172,1826,3.125,1.7209,2.077,13.8,1056,5750,4.3,TRUE,exoplanets.org
Kepler-1487 b,0.001,0.001,0.005,0.19,0.01587,1669,1403,3.037,7.3195,4.8391,12.3,1094,6541,4.16,TRUE,exoplanets.org
Kepler-14 b,0.047,0.039,0.003,1.14,8.40643,1845,1552,4.212,6.7901,6.2184,11,980,6395,3.994,TRUE,exoplanets.org
Kepler-1517 b,0.026,0.015,0.01,0.87,0.696016,2098,1764,3.357,5.5461,2.3929,11.3,869,7010,4.06,TRUE,exoplanets.org
Kepler-1518 b,0.002,0.001,0.006,0.27,0.027721,2076,1746,2.968,5.1118,2.9592,12.1,1140,6846,4.08,TRUE,exoplanets.org
Kepler-1520 b,0.034,0.018,0.028,0.52,0.111491,1946,1637,3.018,0.6536,1.5399,13.3,636,4677,4.61,TRUE,exoplanets.org
Kepler-1522 b,0.001,0.001,0.006,0.15,0.01275,1849,1554,3.125,1.8479,1.8934,12.6,690,5706,4.49,TRUE,exoplanets.org
Kepler-1523 b,0.002,0.001,0.004,0.14,0.011796,2351,1977,3.167,0.9388,1.3901,13.2,918,5708,4.46,TRUE,exoplanets.org
Kepler-1525 b,0.001,0,0.008,0.08,0.002066,1768,1487,2.892,2.4166,1.9656,11.2,396,5748,4.44,TRUE,exoplanets.org
Kepler-1528 b,0.001,0.001,0.003,0.13,0.010712,1994,1677,3.196,1.7911,2.0981,13,916,5857,4.43,TRUE,exoplanets.org
Kepler-1530 b,0.001,0.001,0.006,0.15,0.012155,1553,1306,3.15,2.5904,2.1618,12.3,552,5477,4.52,TRUE,exoplanets.org
Kepler-1531 b,0.002,0.001,0.005,0.1,0.004222,2699,2269,3.028,1.1385,2.0922,11.8,670,6260,4.29,TRUE,exoplanets.org
Kepler-1532 b,0.001,0.001,0.004,0.12,0.008197,2105,1770,3.149,1.0937,1.4839,13.2,824,5559,4.51,TRUE,exoplanets.org
Kepler-1537 b,0.001,0,0.004,0.1,0.005187,1672,1406,3.067,1.4445,0.9748,12.5,503,5079,4.58,TRUE,exoplanets.org
Kepler-1543 b,0.001,0.001,0.006,0.24,0.022391,1710,1438,2.977,6.9671,3.643,12.3,1114,6561,4.14,TRUE,exoplanets.org
